,Element,Occurrence Count
0,0,[1786]
1,1,[1786]
2,2,[1786]
3,3,[1786]
4,4,[1786]
5,5,[1786]
6,6,[1786]
7,7,[607]
8,8,[1786]
9,9,[1648]
10,10,[1786]
11,11,[1786]
12,12,[1786]
13,13,[1786]
14,14,[1786]
15,15,[1786]
16,16,[456]
17,17,[918]
18,18,[2986]
19,19,[1786]
20,20,[1786]
21,21,[1786]
22,22,[1526]
23,23,[1786]
24,24,[1290]
25,25,[1786]
26,26,[1786]
27,27,[1786]
28,28,[1786]
29,29,[1786]
30,30,[1786]
31,31,[1786]
32,32,[1786]
33,33,[1967]
34,34,[1786]
35,35,[20]
36,36,[1786]
37,37,[1786]
38,38,[1786]
39,39,[1786]
40,40,[1786]
41,41,[1786]
42,42,[1786]
43,43,[1786]
44,44,[904]
45,45,[1786]
46,46,[1786]
47,47,[16]
48,48,[1786]
49,49,[1786]
50,50,[0]
51,51,[1786]
52,52,[2904]
53,53,[1786]
54,54,[1786]
55,55,[1786]
56,56,[1786]
57,57,[2761]
58,58,[1246]
59,59,[1786]
60,60,[1786]
61,61,[1786]
62,62,[1786]
63,63,[2761]
64,64,[479]
65,65,[1786]
66,66,[1786]
67,67,[2761]
68,68,[1786]
69,69,[1786]
70,70,[1786]
71,71,[1786]
72,72,[1786]
73,73,[1786]
74,74,[1786]
75,75,[2958]
76,76,[2857]
77,77,[1786]
78,78,[1786]
79,79,[1786]
80,80,[1786]
81,81,[1786]
82,82,[2958]
83,83,[109]
84,84,[1786]
85,85,[1786]
86,86,[479]
87,87,[2027]
88,88,[1786]
89,89,[1786]
90,90,[1786]
91,91,[1786]
92,92,[1786]
93,93,[1786]
94,94,[1786]
95,95,[1786]
96,96,[919]
97,97,[2027]
98,98,[1786]
99,99,[2904]
100,100,[1579]
101,101,[2986]
102,102,[1786]
103,103,[1786]
104,104,[1290]
105,105,[1786]
106,106,[1786]
107,107,[1786]
108,108,[1786]
109,109,[1786]
110,110,[1786]
111,111,[1786]
112,112,[1786]
113,113,[1786]
114,114,[1786]
115,115,[1786]
116,116,[222]
117,117,[2570]
118,118,[1786]
119,119,[1786]
120,120,[1786]
121,121,[1786]
122,122,[1343]
123,123,[1786]
124,124,[479]
125,125,[1786]
126,126,[1786]
127,127,[1786]
128,128,[1786]
129,129,[1209]
130,130,[1786]
131,131,[1786]
132,132,[1786]
133,133,[1786]
134,134,[3174]
135,135,[1786]
136,136,[2904]
137,137,[2857]
138,138,[1786]
139,139,[1786]
140,140,[1786]
141,141,[1786]
142,142,[2570]
143,143,[3407]
144,144,[1786]
145,145,[1085]
146,146,[1786]
147,147,[1407]
148,148,[3577]
149,149,[3385]
150,150,[3896]
151,151,[1786]
152,152,[2761]
153,153,[1786]
154,154,[1786]
155,155,[1786]
156,156,[1703]
157,157,[1786]
158,158,[1786]
159,159,[1786]
160,160,[1786]
161,161,[1786]
162,162,[1786]
163,163,[1786]
164,164,[1786]
165,165,[1786]
166,166,[1786]
167,167,[1786]
168,168,[0]
169,169,[1786]
170,170,[1786]
171,171,[1786]
172,172,[1232]
173,173,[1786]
174,174,[3107]
175,175,[1786]
176,176,[1786]
177,177,[1786]
178,178,[1786]
179,179,[1786]
180,180,[1100]
181,181,[109]
182,182,[3071]
183,183,[1786]
184,184,[1786]
185,185,[2570]
186,186,[2904]
187,187,[1786]
188,188,[1786]
189,189,[1786]
190,190,[1786]
191,191,[526]
192,192,[1232]
193,193,[1786]
194,194,[592]
195,195,[1786]
196,196,[1786]
197,197,[109]
198,198,[911]
199,199,[1786]
200,200,[1786]
201,201,[1286]
202,202,[1786]
203,203,[3554]
204,204,[1306]
205,205,[2570]
206,206,[1786]
207,207,[1786]
208,208,[2705]
209,209,[1786]
210,210,[1786]
211,211,[1572]
212,212,[1786]
213,213,[1783]
214,214,[1196]
215,215,[1786]
216,216,[1786]
217,217,[1786]
218,218,[2027]
219,219,[1786]
220,220,[1786]
221,221,[1786]
222,222,[1786]
223,223,[2541]
224,224,[3082]
225,225,[1786]
226,226,[1786]
227,227,[3407]
228,228,[1786]
229,229,[3147]
230,230,[588]
231,231,[1786]
232,232,[1786]
233,233,[1786]
234,234,[749]
235,235,[2904]
236,236,[1786]
237,237,[1249]
238,238,[2323]
239,239,[1786]
240,240,[1786]
241,241,[1786]
242,242,[1786]
243,243,[1786]
244,244,[1232]
245,245,[1786]
246,246,[1786]
247,247,[1786]
248,248,[1209]
249,249,[1786]
250,250,[1786]
251,251,[1786]
252,252,[1786]
253,253,[1786]
254,254,[2570]
255,255,[1786]
256,256,[1786]
257,257,[456]
258,258,[2335]
259,259,[2027]
260,260,[1786]
261,261,[259]
262,262,[1306]
263,263,[589]
264,264,[1786]
265,265,[1786]
266,266,[1786]
267,267,[3622]
268,268,[1786]
269,269,[2570]
270,270,[2917]
271,271,[921]
272,272,[1786]
273,273,[2904]
274,274,[1786]
275,275,[1786]
276,276,[1786]
277,277,[433]
278,278,[1786]
279,279,[1786]
280,280,[2907]
281,281,[1786]
282,282,[1786]
283,283,[2761]
284,284,[1786]
285,285,[1786]
286,286,[1786]
287,287,[1786]
288,288,[1786]
289,289,[1786]
290,290,[1786]
291,291,[1786]
292,292,[911]
293,293,[1786]
294,294,[1786]
295,295,[1786]
296,296,[1786]
297,297,[1786]
298,298,[1786]
299,299,[1616]
300,300,[1261]
301,301,[1572]
302,302,[3147]
303,303,[1786]
304,304,[1786]
305,305,[1786]
306,306,[1261]
307,307,[1245]
308,308,[1239]
309,309,[526]
310,310,[1786]
311,311,[1786]
312,312,[1786]
313,313,[1786]
314,314,[1786]
315,315,[1786]
316,316,[1786]
317,317,[919]
318,318,[376]
319,319,[2027]
320,320,[1213]
321,321,[1786]
322,322,[1786]
323,323,[1786]
324,324,[1786]
325,325,[1302]
326,326,[749]
327,327,[1786]
328,328,[1268]
329,329,[1786]
330,330,[1786]
331,331,[1786]
332,332,[911]
333,333,[1786]
334,334,[1786]
335,335,[3174]
336,336,[1786]
337,337,[915]
338,338,[1357]
339,339,[1786]
340,340,[1786]
341,341,[1786]
342,342,[1786]
343,343,[1241]
344,344,[1220]
345,345,[1786]
346,346,[1786]
347,347,[1786]
348,348,[1212]
349,349,[1786]
350,350,[2027]
351,351,[3174]
352,352,[1786]
353,353,[1786]
354,354,[1195]
355,355,[1786]
356,356,[1786]
357,357,[1786]
358,358,[1786]
359,359,[1786]
360,360,[1786]
361,361,[2570]
362,362,[1786]
363,363,[1786]
364,364,[1786]
365,365,[1786]
366,366,[1786]
367,367,[1212]
368,368,[1786]
369,369,[1786]
370,370,[2323]
371,371,[259]
372,372,[1786]
373,373,[1786]
374,374,[2958]
375,375,[1786]
376,376,[1786]
377,377,[1786]
378,378,[1786]
379,379,[2288]
380,380,[1786]
381,381,[2323]
382,382,[1786]
383,383,[1786]
384,384,[1786]
385,385,[1786]
386,386,[1786]
387,387,[1786]
388,388,[1786]
389,389,[1786]
390,390,[1786]
391,391,[2018]
392,392,[1786]
393,393,[1786]
394,394,[1786]
395,395,[1195]
396,396,[1786]
397,397,[2027]
398,398,[1786]
399,399,[592]
400,400,[2857]
401,401,[1786]
402,402,[1786]
403,403,[1786]
404,404,[1786]
405,405,[1786]
406,406,[2790]
407,407,[2598]
408,408,[1298]
409,409,[1786]
410,410,[2904]
411,411,[3385]
412,412,[911]
413,413,[1786]
414,414,[911]
415,415,[1786]
416,416,[1786]
417,417,[1786]
418,418,[1786]
419,419,[1786]
420,420,[1786]
421,421,[1786]
422,422,[1786]
423,423,[1224]
424,424,[1786]
425,425,[2354]
426,426,[1786]
427,427,[1786]
428,428,[1786]
429,429,[1786]
430,430,[1786]
431,431,[1786]
432,432,[1786]
433,433,[1786]
434,434,[1786]
435,435,[1786]
436,436,[1786]
437,437,[2627]
438,438,[355]
439,439,[1786]
440,440,[1786]
441,441,[1355]
442,442,[1786]
443,443,[1786]
444,444,[2715]
445,445,[1786]
446,446,[1786]
447,447,[1786]
448,448,[1786]
449,449,[1786]
450,450,[1786]
451,451,[1786]
452,452,[1703]
453,453,[1079]
454,454,[2395]
455,455,[968]
456,456,[1786]
457,457,[1786]
458,458,[1786]
459,459,[1786]
460,460,[1281]
461,461,[1290]
462,462,[1786]
463,463,[1786]
464,464,[607]
465,465,[1786]
466,466,[2761]
467,467,[1786]
468,468,[1786]
469,469,[1196]
470,470,[1786]
471,471,[1786]
472,472,[911]
473,473,[292]
474,474,[109]
475,475,[1213]
476,476,[1786]
477,477,[1786]
478,478,[1786]
479,479,[1786]
480,480,[1786]
481,481,[1786]
482,482,[1786]
483,483,[1786]
484,484,[1786]
485,485,[2027]
486,486,[1786]
487,487,[1786]
488,488,[1786]
489,489,[2570]
490,490,[1786]
491,491,[1786]
492,492,[1786]
493,493,[1786]
