,Element,Occurrence Count
0,0,[223  44  24 403  23]
1,1,[115 277 118 120 629]
2,2,[ 12 116  17  58  63]
3,3,[114 227  17  58 115]
4,4,[225 348 344 268 266]
5,5,[301 299 510 305  24]
6,6,[325 120 134 272 277]
7,7,[ 58  17 189  45  47]
8,8,[335 214  58  72  22]
9,9,[468 775 523 458  12]
10,10,[486  32  72 253  27]
11,11,[ 47 203 314  14 400]
12,12,[137 496 514 133 134]
13,13,[186  47 108  15  29]
14,14,[117 685 522 145 110]
15,15,[ 668  181 1367  715  177]
16,16,[243 770 496 366 397]
17,17,[639   3 300 299 282]
18,18,[305   3 849 403 300]
19,19,[253  82 373  47  58]
20,20,[299 296 493  23 194]
21,21,[916 568 952 912 954]
22,22,[219 223 394 296 113]
23,23,[ 339 1073 1062 1053   45]
24,24,[522 804 407 540 503]
25,25,[ 171   32  510    4 1047]
26,26,[729 432 177  25  12]
27,27,[  84  398  214  341 1127]
28,28,[272 316 627 496 134]
29,29,[ 45 214 235  47  50]
30,30,[ 281  436  288 1047   24]
31,31,[206  14 114 108 203]
32,32,[151 248  71 283 760]
33,33,[567  41 962 969 580]
34,34,[1361   13   84  314 1270]
35,35,[116 691 933 120 272]
36,36,[ 458 1080    2  277  110]
37,37,[ 564    2  980  610 1313]
38,38,[666 186 654 972 667]
39,39,[400 274  13  63  12]
40,40,[108 305 875 299 110]
41,41,[924 272 642 325 645]
42,42,[1147 1367  171  662  661]
43,43,[758 894 312  12 421]
44,44,[1313  298 1078  980  468]
45,45,[1467 1463  885  883  875]
46,46,[ 50 206  47  14  17]
47,47,[134 496 120 277 325]
48,48,[627 924 328 522 316]
49,49,[370  35 378 315  82]
50,50,[186 247 394 589 300]
51,51,[407 377 942 803 145]
52,52,[  14  416  894   63 1019]
53,53,[125 376 417   4 489]
54,54,[206  22  45  50 296]
55,55,[263 114  17  58 115]
56,56,[ 47 315 619 370  82]
57,57,[ 71  16 930 470  63]
58,58,[1730  302 1199   26  274]
59,59,[ 37  99 618 681 713]
60,60,[1286  370  311   82  195]
61,61,[ 488  470  272  288 1009]
62,62,[2010  195  194   47  824]
63,63,[ 12 116 114  63 134]
64,64,[  7 296 116  82 120]
65,65,[404 411 133 134 407]
66,66,[ 788   78 1204 1569   65]
67,67,[455  15 278 247 227]
68,68,[ 354   86  594 1287  749]
69,69,[ 29 666 284 380 654]
70,70,[1126  661  653  662  160]
71,71,[253 108 109 110 681]
72,72,[1441 1632  272  114  116]
73,73,[ 691   14  203 1589  699]
74,74,[ 223 1103  852  301  842]
75,75,[ 58  47  22  14 214]
76,76,[ 654  512  380 1421   82]
77,77,[ 588  247   24 1401  681]
78,78,[ 416  691 1609  114  203]
79,79,[ 22 300 160 110 305]
80,80,[ 400 1290 1905  274  785]
81,81,[  2  60 366 354 688]
82,82,[641 194  40 639  12]
83,83,[759 787 116 751 114]
84,84,[623 373 315 378  82]
85,85,[296  34 514 108  29]
86,86,[  74  789  629  451 1590]
87,87,[ 17 214  14  61  47]
88,88,[ 47  45  12 114  17]
89,89,[ 323  983  457  685 1391]
90,90,[1050  113  422  376  427]
91,91,[674  34 195 604  29]
92,92,[539 522 514 800 131]
93,93,[ 763  900 1528  899  770]
94,94,[401 473 684 681 110]
95,95,[ 22 118 214 115  86]
96,96,[1561   13  990  274 1186]
97,97,[407  35 770 134 133]
98,98,[  11   47 1929  370   45]
99,99,[478 514 576 145 522]
100,100,[542 505 540 478 514]
101,101,[ 315  334 1311  155   77]
102,102,[617 631 478 803 145]
103,103,[158  47 162 593 157]
104,104,[313 933 155 272 120]
105,105,[ 466  449  279 1272   77]
106,106,[1645 1335   49   65  895]
107,107,[ 47 978 133 407 134]
108,108,[  24   12 1193  125    4]
109,109,[1422   17 1139  208 1151]
110,110,[ 22 335 437 298 473]
111,111,[1182 1006  194 1177  729]
112,112,[503 522 542 499 540]
113,113,[  3  36 504 299  23]
114,114,[ 196  311  133  134 1452]
115,115,[ 989  380 1584  619   82]
116,116,[ 770 1674  912  585  421]
117,117,[  4 376 128 113 108]
118,118,[305 493 852 300 483]
119,119,[  44   13 1929   14  314]
120,120,[627 496 770 272 133]
121,121,[940 573 942 581 407]
122,122,[ 38   9  63 400  48]
123,123,[ 72 678 214  18  22]
124,124,[227  58 787 116 115]
125,125,[  47  279 2470 1235  455]
126,126,[ 58 195  82 315 114]
127,127,[911 898  21  35 463]
128,128,[1759  400 1589 2752  699]
129,129,[470 134 464 451 463]
130,130,[296  14 336 387 375]
131,131,[ 32  76 656 957 171]
132,132,[ 698   72 1133   97    1]
133,133,[539 542 522 478 145]
134,134,[187 108 189 194 186]
135,135,[1061  367 1564 1412  276]
136,136,[1136 1273  874  338  905]
137,137,[ 50 259 203 737  14]
138,138,[128  12 930  63  40]
139,139,[1182   80  177  730  729]
140,140,[416 445  14 145 203]
141,141,[186 269 114 253 348]
142,142,[117 514 134 138 133]
143,143,[189 905  29 691  97]
144,144,[ 167  172 1367  662  171]
145,145,[  71  273   13 1893  403]
146,146,[ 47 208 336  58  17]
147,147,[ 25 283 130  98  20]
148,148,[207 206 400 203 208]
149,149,[1730  427   55 1390 1263]
150,150,[ 634  564 1280   40  105]
151,151,[223 113  47 394 296]
152,152,[315 158  82 311  47]
153,153,[174 171 167 662 172]
154,154,[1884  113 1149 1157 1107]
155,155,[1911  167 1147  661  662]
156,156,[1110  629  133 1374  971]
157,157,[ 12 203 177  13 274]
158,158,[162 160 157 158  47]
159,159,[ 35 407 133  47 134]
160,160,[146 425 257 955 656]
161,161,[675 189  29 108 187]
162,162,[277 797 632 564 117]
163,163,[  59   24 1569   65  788]
164,164,[ 14 755  35  12 421]
165,165,[243  71 758  63  14]
166,166,[  47  359 1079 1141  704]
167,167,[ 35 486  76  32 171]
168,168,[  4  35 376 130  32]
169,169,[  47  274 1290  310  400]
170,170,[  45 2264  226  336  606]
171,171,[  80  177 1001 1182  203]
172,172,[1905 1177 1601 1182 1178]
173,173,[316 627 272 629 145]
174,174,[2083   47   45  203  194]
175,175,[648 959 961 552 139]
176,176,[130 642  86  40 194]
177,177,[ 299 1484  282   26   21]
178,178,[416 648  63 703   4]
179,179,[ 45 226  14  47 623]
180,180,[ 959  648  139 1047  488]
181,181,[111 473 269 253 393]
182,182,[677 345 161 155  47]
183,183,[848  23 493 449 847]
184,184,[478 576 457 145 522]
185,185,[1593  155  157   47  593]
186,186,[ 47 347 349 266 345]
187,187,[ 82 168 177 171 662]
188,188,[ 327  157  604 1593  593]
189,189,[421  12 312 148 400]
190,190,[158 653 604 157  47]
191,191,[ 25 115 120  58  86]
192,192,[ 375  107  223  152 1199]
193,193,[468 110 692 564 651]
194,194,[272 514 137 397 251]
195,195,[ 29 208  50  14 203]
196,196,[ 348  206   73   47 1418]
197,197,[478 321 542 557 522]
198,198,[1396  564  802 1077  697]
199,199,[171 162 167 394 160]
200,200,[1313  247  110  376  108]
201,201,[1572  584  377  944  635]
202,202,[   2  343  688 1550  339]
203,203,[336  45 778 782  86]
204,204,[1180 1601 1178 1561  754]
205,205,[407 645 726 409 133]
206,206,[ 35 315 134 770 133]
207,207,[ 63 148  12 421  40]
208,208,[710 160 660 661 662]
209,209,[942 660 576 938 812]
210,210,[359 133 770 911 898]
211,211,[  35  376  133 1313  393]
212,212,[160 113 247 681 300]
213,213,[1565  157  718  804  928]
214,214,[542 522 805 133 503]
215,215,[441 427 146  35 656]
216,216,[ 12 116  82  58  47]
217,217,[180 972 666 184 667]
218,218,[ 704 1282   47  157  593]
219,219,[ 279 1040  283   40  376]
220,220,[ 338  698 1272 1273  691]
221,221,[775 781 514 777  12]
222,222,[634 401 999 110 458]
223,223,[345 315  82  47   7]
224,224,[400 314 206 203  14]
225,225,[ 76 376 422  35   4]
226,226,[ 178  380  654 1367 1310]
227,227,[677 196  82 311 654]
228,228,[1077 1549  189 2471  371]
229,229,[ 924  777  139 1022  501]
230,230,[272  12 155 134  40]
231,231,[1418  247  253  186  394]
232,232,[449 448 408  21  26]
233,233,[336  47  50  63  45]
234,234,[ 639 1374  644  394  239]
235,235,[  4  14  22 223  35]
236,236,[692 468 978 110 564]
237,237,[1051   78 1294 2258 1454]
238,238,[376  47   4 108 128]
239,239,[496 629 134 272 277]
240,240,[642 147 133 645 155]
241,241,[ 38 514  63  40  12]
242,242,[ 32 376 656 171 113]
243,243,[ 71 758   4 397 116]
244,244,[451 436  74 497  28]
245,245,[ 76 171   4 113 296]
246,246,[ 283  278 1472   45   14]
247,247,[115 120 114 787  40]
248,248,[401 468 630 866 632]
249,249,[116 463 770 134 133]
250,250,[123 503 145 457  86]
251,251,[145 514 539 804 522]
252,252,[261 214 223  47 235]
253,253,[ 312  421  171  248 1301]
254,254,[130 110  63  58  86]
255,255,[584 631 321 145 522]
256,256,[1603  366  514  874  134]
257,257,[1549   47   72 1313    2]
258,258,[336 203 114  14  47]
259,259,[407 635 803 634 942]
260,260,[501 571 527 542 503]
261,261,[1441 1443  813  828 1370]
262,262,[ 32 253  76 376 113]
263,263,[130 877 822   4  63]
264,264,[ 108  419   47 1730   13]
265,265,[370 152  73 445  47]
266,266,[1405    2  401  468  564]
267,267,[  7 657 692 110 653]
268,268,[ 72 370 718 617 161]
269,269,[130 155 787 115 788]
270,270,[300 639 133  27 775]
271,271,[1011  699  604  436  488]
272,272,[311 195  82 619  12]
273,273,[  25   73  442 1721   63]
274,274,[35 20  4 16 76]
275,275,[988  21  35 898 463]
276,276,[335 110   2 247 681]
277,277,[1278 1218  906 1023  180]
278,278,[ 464   70 1405  110  353]
279,279,[ 219  765 1124   35  656]
280,280,[342 240  47 257 205]
281,281,[258 137 277 120 683]
282,282,[155  40  29  63  12]
283,283,[584 305 403 171 663]
284,284,[1454   47 1252  226 1717]
285,285,[277 110 681 247 335]
286,286,[214 223 118 341  58]
287,287,[133 288 138 134 277]
288,288,[  17  787 1211  149  751]
289,289,[236 247 681 277 335]
290,290,[  78 1051  788  274   65]
291,291,[397 134 627 272 133]
292,292,[ 18 437 364 354 688]
293,293,[ 983  476  252 1053  775]
294,294,[227  82 787 751 114]
295,295,[1358  307 1130 2179  306]
296,296,[277 470 787 120 115]
297,297,[463  35 370 403  47]
298,298,[ 171  177  175  167 1367]
299,299,[ 63  55 130 194 787]
300,300,[300 335 115 160 123]
301,301,[ 253  875 1218  973 1596]
302,302,[189 261  45 203  47]
303,303,[203 729  80 194 730]
304,304,[2913 2807  875 2801 1530]
305,305,[139 444 124 535 488]
306,306,[ 455  729  895 1186  177]
307,307,[186 269 971 754  12]
308,308,[1022  501  397  134  133]
309,309,[ 300  247  296  305 1912]
310,310,[133 407 134 145 514]
311,311,[1290   14   44   11  336]
312,312,[236  82 315 403  47]
313,313,[1254 1204   65  442 1196]
314,314,[1265  421 1266 1196  758]
315,315,[508 514 522 134 133]
316,316,[73 12  4 71 63]
317,317,[ 668  186  108 1310   29]
318,318,[ 980 1313 1728  439  681]
319,319,[  58 1452  196  370   82]
320,320,[ 47 299 483 300 305]
321,321,[1571 1516  704  457   86]
322,322,[171 713 177 661 662]
323,323,[305  21 448  24  26]
324,324,[1129  476 1107  401  541]
325,325,[ 38 422 376  35   4]
326,326,[  61 1716 1340   13   75]
327,327,[631 327 457 145 522]
328,328,[1411  782  581  407  778]
329,329,[  7 379 315  82 412]
330,330,[ 189   22  335 1313  680]
331,331,[ 247  214  345 1405  681]
332,332,[   9 1794 1188 1192 1186]
333,333,[524   2 110 458 401]
334,334,[ 38 400 414  63  12]
335,335,[654 380 625  82 195]
336,336,[143 514 131 478 136]
337,337,[1396  843  557  802  662]
338,338,[ 42  84  45  65 347]
339,339,[ 403  453   23   13 1204]
340,340,[ 116  770 1452  133  134]
341,341,[253 686 300 393 269]
342,342,[ 840  564 1696  287  563]
343,343,[ 514  503 1175  327  157]
344,344,[314  45 206  14  47]
345,345,[ 476  969  962  567 1359]
346,346,[ 13  14 274  65  61]
347,347,[1387 1195  427   63 1730]
348,348,[114 787 150  17 115]
349,349,[253 296 160 300  37]
350,350,[134 137 514 871 138]
351,351,[568 319  45 604 352]
352,352,[ 45 208  47 203  14]
353,353,[654 181 187 180  29]
354,354,[195  40 397 116 114]
355,355,[875 900 248 950 593]
356,356,[699 737 169 207 398]
357,357,[203  14 108  45 336]
358,358,[ 801  134  522 1032  133]
359,359,[581 407 634 782 514]
360,360,[ 58  35  47 133 134]
361,361,[277 272 120 116 115]
362,362,[133 311 677 196 315]
363,363,[512 167  15  29 108]
364,364,[1078 1320  866  564  634]
365,365,[110  12  77  65 448]
366,366,[1263 1287  279  681   77]
367,367,[527 110 576 541 557]
368,368,[ 686 1078 1458  692  288]
369,369,[667  29 184 311 323]
370,370,[  17   12 1211  400  310]
371,371,[ 72 214  58  60  22]
372,372,[778 639 134 133 514]
373,373,[ 40  12 203  47  63]
374,374,[ 161 1051 1205  214  489]
375,375,[ 29 186 189 187 184]
376,376,[1178 1196 1182  194  203]
377,377,[337 348  72 214  22]
378,378,[ 564  464   65 1262  110]
379,379,[253 520  76  32 956]
380,380,[430 116 451 114  40]
381,381,[  47 1773 2083   35  964]
382,382,[ 29 169 171 172 167]
383,383,[ 125 1350  149 1228 1348]
384,384,[ 114  787  195 1452   82]
385,385,[ 157  564 1053  446  394]
386,386,[281 600  27 775 681]
387,387,[1007  147  605  787 1014]
388,388,[335 277 353 464 110]
389,389,[1674 1666 1531 2352 1524]
390,390,[ 310 1001  788 1387   59]
391,391,[206  25  73  47  16]
392,392,[ 218  206 1195 1051   14]
393,393,[325 272 137 277 316]
394,394,[167 253  47 394 158]
395,395,[ 72 588 298 681 618]
396,396,[ 58 134 115  40 118]
397,397,[ 27 699 315 486 253]
398,398,[ 668  972  184 1310  323]
399,399,[128  47  63  12 296]
400,400,[ 416 1929  758   58   63]
401,401,[ 699 1048 1053  253  288]
402,402,[110 702 564 696 157]
403,403,[ 47 206  17 108  14]
404,404,[113  72 459   4  22]
405,405,[115  58  32  63  14]
406,406,[116   4  47  35  73]
407,407,[ 274  449 1180  203   13]
408,408,[16 60 32 45 47]
409,409,[ 520 1047  253  639 1044]
410,410,[282  26   3 448  24]
411,411,[ 20 376 108  63  44]
412,412,[  76  420   16   20 1047]
413,413,[ 464  153   70 1212  110]
414,414,[ 595 1285 1272  698  458]
