,Element,Occurrence Count
0,0,[2678]
1,1,[2678]
2,2,[2678]
3,3,[2678]
4,4,[2678]
5,5,[2537]
6,6,[2678]
7,7,[2678]
8,8,[2678]
9,9,[2678]
10,10,[2678]
11,11,[2678]
12,12,[2678]
13,13,[2678]
14,14,[2678]
15,15,[2678]
16,16,[2678]
17,17,[2678]
18,18,[2678]
19,19,[2678]
20,20,[2678]
21,21,[2678]
22,22,[2678]
23,23,[2678]
24,24,[2678]
25,25,[2678]
26,26,[2678]
27,27,[2678]
28,28,[2678]
29,29,[2678]
30,30,[2678]
31,31,[2678]
32,32,[2678]
33,33,[2678]
34,34,[2678]
35,35,[2678]
36,36,[2678]
37,37,[2678]
38,38,[2678]
39,39,[2678]
40,40,[2678]
41,41,[2678]
42,42,[2678]
43,43,[2678]
44,44,[2537]
45,45,[2678]
46,46,[2678]
47,47,[2678]
48,48,[2678]
49,49,[2678]
50,50,[2678]
51,51,[2678]
52,52,[2678]
53,53,[2678]
54,54,[2678]
55,55,[2678]
56,56,[2678]
57,57,[2678]
58,58,[2678]
59,59,[2678]
60,60,[2678]
61,61,[2678]
62,62,[2678]
63,63,[2678]
64,64,[2678]
65,65,[2678]
66,66,[2678]
67,67,[2678]
68,68,[2678]
69,69,[2678]
70,70,[2678]
71,71,[2678]
72,72,[2678]
73,73,[2678]
74,74,[2537]
75,75,[2678]
76,76,[2678]
77,77,[2678]
78,78,[2678]
79,79,[2678]
80,80,[2678]
81,81,[2678]
82,82,[2678]
83,83,[2678]
84,84,[2678]
85,85,[2678]
86,86,[2678]
87,87,[2678]
88,88,[2537]
89,89,[2678]
90,90,[2678]
91,91,[2678]
92,92,[2678]
93,93,[2678]
94,94,[2678]
95,95,[2678]
96,96,[2678]
97,97,[2678]
98,98,[2678]
99,99,[2678]
100,100,[2537]
101,101,[2678]
102,102,[2678]
103,103,[2678]
104,104,[2678]
105,105,[2678]
106,106,[2678]
107,107,[2678]
108,108,[2678]
109,109,[2678]
110,110,[2678]
111,111,[2678]
112,112,[2678]
113,113,[2678]
114,114,[2678]
115,115,[2678]
116,116,[2678]
117,117,[2678]
118,118,[2678]
119,119,[2678]
120,120,[2678]
121,121,[2678]
122,122,[2678]
123,123,[2678]
124,124,[2678]
125,125,[2678]
126,126,[2678]
127,127,[2678]
128,128,[2678]
129,129,[2678]
130,130,[2678]
131,131,[2678]
132,132,[2678]
133,133,[2678]
134,134,[2678]
135,135,[2678]
136,136,[2678]
137,137,[2678]
138,138,[2678]
139,139,[2678]
140,140,[2678]
141,141,[2678]
142,142,[2678]
143,143,[2678]
144,144,[2678]
145,145,[2678]
146,146,[2678]
147,147,[2678]
148,148,[2678]
149,149,[2678]
150,150,[2678]
151,151,[2678]
152,152,[2678]
153,153,[2678]
154,154,[2678]
155,155,[2678]
156,156,[703]
157,157,[2678]
158,158,[2537]
159,159,[2678]
160,160,[2678]
161,161,[2678]
162,162,[2678]
163,163,[2678]
164,164,[2678]
165,165,[2678]
166,166,[2678]
167,167,[2678]
168,168,[2678]
169,169,[2678]
170,170,[2678]
171,171,[2678]
172,172,[1058]
173,173,[2678]
174,174,[2678]
175,175,[2678]
176,176,[2678]
177,177,[2678]
178,178,[2678]
179,179,[2678]
180,180,[2678]
181,181,[2678]
182,182,[2678]
183,183,[2678]
184,184,[2678]
185,185,[2678]
186,186,[2678]
187,187,[2678]
188,188,[2678]
189,189,[2678]
190,190,[2678]
191,191,[2678]
192,192,[2678]
193,193,[2678]
194,194,[2678]
195,195,[2678]
196,196,[2678]
197,197,[2678]
198,198,[2678]
199,199,[2678]
200,200,[2678]
201,201,[2678]
202,202,[2678]
203,203,[2678]
204,204,[2678]
205,205,[2678]
206,206,[2678]
207,207,[2678]
208,208,[2678]
209,209,[2678]
210,210,[2678]
211,211,[2678]
212,212,[2678]
213,213,[2678]
214,214,[2678]
215,215,[2678]
216,216,[2678]
217,217,[2678]
218,218,[2678]
219,219,[2678]
220,220,[2678]
221,221,[2678]
222,222,[2678]
223,223,[2678]
224,224,[2678]
225,225,[2678]
226,226,[2678]
227,227,[2678]
228,228,[2678]
229,229,[2678]
230,230,[2678]
231,231,[2678]
232,232,[2678]
233,233,[2678]
234,234,[2678]
235,235,[2678]
236,236,[2678]
237,237,[2678]
238,238,[2678]
239,239,[2678]
240,240,[2678]
241,241,[2678]
242,242,[2678]
243,243,[2678]
244,244,[2678]
245,245,[2678]
246,246,[2678]
247,247,[2678]
248,248,[2678]
249,249,[2678]
250,250,[2678]
251,251,[2678]
252,252,[2678]
253,253,[2678]
254,254,[2678]
255,255,[2678]
256,256,[2678]
